Job Name	ComaprisonNewOldYoung

Sample
c-1	ms2_HCD_Trap01	TQC03.raw
c-2	ms2_HCD_Trap01	TQC04.raw
c-3	ms2_HCD_Trap01	SQC01.raw
c-4	ms2_HCD_Trap01	TQC02.raw
s1-1	ms2_HCD_Trap01	G113_3.raw
s1-2	ms2_HCD_Trap01	G113_16.raw
s2-1	ms2_HCD_Trap01	G113-4.raw
s2-2	ms2_HCD_Trap01	G113_11.raw
s3-1	ms2_HCD_Trap01	G112_19.raw
s3-2	ms2_HCD_Trap01	G112_12.raw
s4-1	ms2_HCD_Trap01	G112_10.raw
s4-2	ms2_HCD_Trap01	G112_18.raw

Result
LipidMolec	Class	FA	FA Group Key	Counts	Isomer	MSnNum	Calc Mass	Formula	BaseRt	MainIon	Duplication Group	Duplication Rank	ARatio[s1/c]	ARatio[s2/c]	ARatio[s3/c]	ARatio[s4/c]	HRatio[s1/c]	HRatio[s2/c]	HRatio[s3/c]	HRatio[s4/c]	APValue[s1]	APValue[s2]	APValue[s3]	APValue[s4]	MainGrade[c]	MainGrade[s1]	MainGrade[s2]	MainGrade[s3]	MainGrade[s4]	MainPQ[c]	MainPQ[s1]	MainPQ[s2]	MainPQ[s3]	MainPQ[s4]	IDNum[c]	IDNum[s1]	IDNum[s2]	IDNum[s3]	IDNum[s4]	MainMScore[c]	MainMScore[s1]	MainMScore[s2]	MainMScore[s3]	MainMScore[s4]	MainOccupy[c]	MainOccupy[s1]	MainOccupy[s2]	MainOccupy[s3]	MainOccupy[s4]	MainArea[c]	MainArea[s1]	MainArea[s2]	MainArea[s3]	MainArea[s4]	MainHeight[c]	MainHeight[s1]	MainHeight[s2]	MainHeight[s3]	MainHeight[s4]	AreaRSD[c]	AreaRSD[s1]	AreaRSD[s2]	AreaRSD[s3]	AreaRSD[s4]	HeightRSD[c]	HeightRSD[s1]	HeightRSD[s2]	HeightRSD[s3]	HeightRSD[s4]
Cer(d14:1_22:0+O)	Cer	d14:1_22:0+O	d36:1+O	1	2	0	581.5383	C36 H71 O4 N1	12.964	+H	310	1	0.519	0.886	0.254	0.748	0.516	0.869	0.266	0.755	0.215	0.81	0.065	0.451	B	B	B	-	B	0.84	0.845	0.9	0.805	0.88	4	1	1	0	2	34.222	30.962	33.847	0	33.069	85.555	77.406	84.618	0	82.673	2.900E07	1.504E07	2.569E07	7.353E06	2.168E07	2.600E06	1.340E06	2.261E06	6.923E05	1.964E06	38.722	67.12	87.819	54.065	25.704	39.436	71.801	85.035	48.938	20.908
Cer(d14:1_22:1)	Cer	d14:1_22:1	d36:2	1	3	0	563.5277	C36 H69 O3 N1	12.965	+H	299	1	0.478	0.869	0.234	0.681	0.495	0.81	0.241	0.663	0.174	0.784	0.061	0.339	B	B	B	-	B	0.837	0.84	0.86	0.8	0.925	4	1	1	0	2	35.83	30.054	36.256	0	36.458	89.576	75.134	90.639	0	91.146	3.161E07	1.511E07	2.746E07	7.411E06	2.152E07	2.892E06	1.432E06	2.344E06	6.956E05	1.916E06	38.911	59.215	90.335	45.547	11.556	38.966	59.111	88.629	43.676	10.898
Cer(d16:2_20:0)	Cer	d16:2_20:0	d36:2	1	3	0	563.5277	C36 H69 O3 N1	12.589	+H-H2O	300	1	0.881	0.755	0.426	0.753	0.943	0.811	0.465	0.761	0.765	0.384	0.06	0.398	B	-	-	-	-	0.832	0.875	0.89	0.92	0.73	1	0	0	0	0	18.166	0	0	0	0	90.83	0	0	0	0	1.075E07	9.470E06	8.115E06	4.576E06	8.095E06	1.002E06	9.449E05	8.122E05	4.655E05	7.626E05	28.941	78.95	38.274	22.902	44.532	31.558	78.19	55.409	38.35	53.594
Cer(d15:0_21:2)	Cer	d15:0_21:2	d36:2	1	3	0	563.5277	C36 H69 O3 N1	13.37	+H-H2O	301	1	0.898	0.733	0.323	0.658	1.001	0.705	0.339	0.612	0.849	0.475	0.072	0.394	-	B	-	-	-	0.8	0.745	0.78	0.825	0.68	0	1	0	0	0	0	26.671	0	0	0	0	88.903	0	0	0	8.987E06	8.072E06	6.589E06	2.900E06	5.914E06	6.746E05	6.754E05	4.756E05	2.284E05	4.125E05	36.453	108.322	63.093	36.154	81.397	38.21	92.466	63.771	34.404	70.647
Cer(d16:2_20:1)	Cer	d16:2_20:1	d36:3	1	2	0	561.5121	C36 H67 O3 N1	11.453	+H	292	1	0.923	0.803	0.638	1.27	0.996	0.801	0.641	1.178	0.853	0.55	0.233	0.504	B	B	B	B	B	0.818	0.795	0.775	0.795	0.84	1	1	1	1	1	28.21	29.168	36.937	36.808	36.288	94.034	97.225	92.341	92.021	90.721	1.189E07	1.098E07	9.545E06	7.590E06	1.509E07	1.133E06	1.128E06	9.079E05	7.264E05	1.334E06	31.163	77.154	55.037	39.218	51.567	30.33	72.313	60.993	49.948	53.038
Cer(d14:2_22:1)	Cer	d14:2_22:1	d36:3	1	2	0	561.5121	C36 H67 O3 N1	11.85	+H	293	1	0.67	0.943	0.386	0.811	0.74	0.906	0.453	0.84	0.319	0.866	0.043	0.512	B	B	B	B	B	0.74	0.905	0.945	0.81	0.905	4	2	2	2	2	35.296	36.132	36.228	34.357	34.799	88.239	90.331	90.57	85.891	86.997	3.953E07	2.647E07	3.728E07	1.527E07	3.207E07	3.594E06	2.658E06	3.257E06	1.628E06	3.019E06	27.363	70.808	58.913	24.117	46.421	27.942	67.723	55.319	28.896	35.079
Cer(d14:1_23:0)	Cer	d14:1_23:0	d37:1	1	1	0	579.559	C37 H73 O3 N1	15.283	+H	433	1	0.269	0.011	0.2	0.176	0.128	0.043	0.102	0.143	0.083	0.034	0.067	0.058	B	-	-	-	-	0.945	0.525	0.641	0.815	0.96	3	0	0	0	0	36.853	0	0	0	0	92.133	0	0	0	0	1.701E07	4.576E06	1.907E05	3.406E06	2.993E06	1.583E06	2.035E05	6.770E04	1.614E05	2.268E05	41.664	51.744	10.16	78.124	12.107	55.753	76.183	0.229	65.875	30.439
Cer(d19:1_18:2+2O)	Cer	d19:1_18:2+2O	d37:3+2O	1	1	0	607.5176	C37 H69 O5 N1	8.755	+Na	394	1	0.239	0.138	0.143	0.136	0.251	0.143	0.151	0.135	0.093	0.066	0.068	0.065	B	-	-	-	-	0.885	0.855	0.795	0.765	0.9	1	0	0	0	0	8.812	0	0	0	0	29.373	0	0	0	0	4.172E07	9.955E06	5.756E06	5.966E06	5.674E06	4.382E06	1.099E06	6.249E05	6.607E05	5.906E05	45.676	53.142	30.269	72.27	8.339	47.487	56.814	23.212	78.38	9.087
Cer(d16:1_22:0)	Cer	d16:1_22:0	d38:1	1	2	0	593.5747	C38 H75 O3 N1	15.984	+H	502	1	1.482	0.621	0.83	0.536	1.34	0.529	0.621	0.443	0.432	0.142	0.496	0.088	B	B	B	B	B	0.875	0.885	0.815	0.88	0.92	4	2	2	2	2	36.96	37.701	37.977	36.704	37.158	92.399	94.252	94.942	91.76	92.895	2.111E07	3.129E07	1.310E07	1.752E07	1.131E07	3.624E06	4.857E06	1.916E06	2.251E06	1.605E06	27.469	79.961	9.307	26.514	7.318	33.87	78.376	3.622	28.82	9.816
Cer(d14:1_24:0)	Cer	d14:1_24:0	d38:1	1	2	0	593.5747	C38 H75 O3 N1	16.241	+H	503	1	0.685	0.395	0.364	0.423	0.74	0.378	0.322	0.317	0.471	0.136	0.129	0.15	B	B	B	B	B	0.94	0.87	0.935	0.88	0.815	4	2	2	1	1	32.733	25.375	29.592	22.6	23.017	81.834	63.436	73.979	56.499	76.725	3.132E07	2.144E07	1.236E07	1.141E07	1.323E07	3.672E06	2.718E06	1.387E06	1.184E06	1.165E06	43.164	77.175	19.422	48.74	16.902	47.063	74.894	1.566	18.545	17.052
